referrer,views_total,views_unique
Google,23,16
github.com,19,8
aws.amazon.com,2,2
maturitymodel.security.aws.dev,2,2
jpn.nec.com,1,1
Bing,1,1
DuckDuckGo,1,1
search.brave.com,1,1
linkedin.com,1,1
stratus-red-team.cloud,1,1
