referrer,views_total,views_unique
Google,29,20
github.com,15,8
Bing,5,4
beta.maturitymodel.security.aws.dev,5,1
statics.teams.cdn.office.net,3,1
maturitymodel.security.aws.dev,2,2
stratus-red-team.cloud,1,1
youtube.com,1,1
joshuamckiddy.com,1,1
aws.amazon.com,1,1
