time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-06 00:00:00+00:00,4,4,7,4
2024-01-07 00:00:00+00:00,5,5,91,7
2024-01-08 00:00:00+00:00,7,6,77,14
2024-01-09 00:00:00+00:00,6,6,128,17
2024-01-10 00:00:00+00:00,7,6,25,7
2024-01-11 00:00:00+00:00,6,6,30,9
2024-01-12 00:00:00+00:00,5,5,5,4
2024-01-13 00:00:00+00:00,5,5,1,1
2024-01-14 00:00:00+00:00,6,6,14,6
2024-01-15 00:00:00+00:00,6,6,12,7
2024-01-16 00:00:00+00:00,6,5,37,7
2024-01-17 00:00:00+00:00,4,4,57,10
2024-01-18 00:00:00+00:00,5,5,45,11
2024-01-19 00:00:00+00:00,2,2,12,8
