time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-15 00:00:00+00:00,8,6,16.0,11.0
2023-06-16 00:00:00+00:00,7,6,27.0,22.0
2023-06-17 00:00:00+00:00,8,7,5.0,4.0
2023-06-18 00:00:00+00:00,8,7,3.0,3.0
2023-06-19 00:00:00+00:00,18,7,15.0,14.0
2023-06-20 00:00:00+00:00,9,5,31.0,12.0
2023-06-21 00:00:00+00:00,7,5,15.0,13.0
2023-06-22 00:00:00+00:00,6,5,30.0,10.0
2023-06-23 00:00:00+00:00,5,4,8.0,8.0
2023-06-24 00:00:00+00:00,5,4,,
2023-06-25 00:00:00+00:00,6,5,1.0,1.0
2023-06-26 00:00:00+00:00,6,5,15.0,13.0
2023-06-27 00:00:00+00:00,4,4,9.0,4.0
2023-06-28 00:00:00+00:00,4,4,8.0,7.0
