referrer,views_total,views_unique
Google,45,28
github.com,6,5
cloudsec.cybr.com,4,4
maturitymodel.security.aws.dev,2,2
statics.teams.cdn.office.net,2,2
stratus-red-team.cloud,2,2
excel.officeapps.live.com,2,1
thederf.cloud,1,1
youtube.com,1,1
Bing,1,1
