referrer,views_total,views_unique
Google,28,7
github.com,11,11
maturitymodel.security.aws.dev,7,5
statics.teams.cdn.office.net,6,4
stratus-red-team.cloud,3,1
ukc-excel.officeapps.live.com,1,1
