referrer,views_total,views_unique
Google,91,29
github.com,26,10
maturitymodel.security.aws.dev,4,4
cac-excel.officeapps.live.com,4,1
DuckDuckGo,4,1
aws.amazon.com,3,1
search.brave.com,3,1
stratus-red-team.cloud,2,2
cloudsecdocs.com,1,1
cloudsec.cybr.com,1,1
