referrer,views_total,views_unique
Google,30,17
github.com,5,4
Bing,4,4
usc-excel.officeapps.live.com,3,2
maturitymodel.security.aws.dev,3,2
DuckDuckGo,3,1
iret.media,1,1
dev.azure.com,1,1
stratus-red-team.cloud,1,1
search.brave.com,1,1
