referrer,views_total,views_unique
Google,50,28
github.com,10,10
Bing,6,3
statics.teams.cdn.office.net,5,4
maturitymodel.security.aws.dev,3,3
stratus-red-team.cloud,1,1
aws.amazon.com,1,1
nubenetes.com,1,1
DuckDuckGo,1,1
Yahoo,1,1
