time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-22 00:00:00+00:00,8,5,4.0,4.0
2023-09-23 00:00:00+00:00,5,4,,
2023-09-24 00:00:00+00:00,5,4,12.0,4.0
2023-09-25 00:00:00+00:00,8,6,10.0,10.0
2023-09-26 00:00:00+00:00,5,4,53.0,9.0
2023-09-27 00:00:00+00:00,7,5,33.0,15.0
2023-09-28 00:00:00+00:00,5,4,44.0,14.0
2023-09-29 00:00:00+00:00,6,5,6.0,6.0
2023-09-30 00:00:00+00:00,7,5,2.0,2.0
2023-10-01 00:00:00+00:00,5,4,2.0,2.0
2023-10-02 00:00:00+00:00,6,5,11.0,6.0
2023-10-03 00:00:00+00:00,7,6,10.0,9.0
2023-10-04 00:00:00+00:00,5,4,11.0,11.0
2023-10-05 00:00:00+00:00,2,2,22.0,12.0
