url_path,views_total,views_unique
/awslabs/aws-cloudsaga,182,128
/awslabs/aws-cloudsaga/tree/main/cloudsaga,9,7
/awslabs/aws-cloudsaga/tree/main/cloudsaga/scenarios,7,6
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/mining_bitcoin.py,4,4
/awslabs/aws-cloudsaga/blob/main/README.md,3,3
/awslabs/aws-cloudsaga/commits,3,2
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/iam_credentials.py,2,2
/awslabs/aws-cloudsaga/blob/main/cloudsaga/cloudsaga.py,1,1
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/imds_reveal.py,1,1
/awslabs/aws-cloudsaga/blob/main/screenshots/imds-reveal-example.png,1,1
