time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-06 00:00:00+00:00,4,4,27,9
2023-04-07 00:00:00+00:00,4,4,13,6
2023-04-08 00:00:00+00:00,3,3,5,2
2023-04-09 00:00:00+00:00,3,3,2,2
2023-04-10 00:00:00+00:00,4,4,21,7
2023-04-11 00:00:00+00:00,5,5,14,11
2023-04-12 00:00:00+00:00,4,4,18,8
2023-04-13 00:00:00+00:00,5,5,22,16
2023-04-14 00:00:00+00:00,4,4,38,8
2023-04-15 00:00:00+00:00,4,4,18,2
2023-04-16 00:00:00+00:00,3,3,2,2
2023-04-17 00:00:00+00:00,4,4,6,6
2023-04-18 00:00:00+00:00,4,4,8,7
2023-04-19 00:00:00+00:00,4,3,7,5
