referrer,views_total,views_unique
Google,62,31
github.com,16,11
cloudseclist.com,3,1
pages.awscloud.com,1,1
l.facebook.com,1,1
wx.zsxq.com,1,1
DuckDuckGo,1,1
mail.google.com,1,1
broadcast.amazon.com,1,1
