time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-31 00:00:00+00:00,14,6,3,3
2026-02-01 00:00:00+00:00,19,11,27,10
2026-02-02 00:00:00+00:00,25,13,48,12
2026-02-03 00:00:00+00:00,12,8,6,4
2026-02-04 00:00:00+00:00,10,6,48,9
2026-02-05 00:00:00+00:00,26,14,6,4
2026-02-06 00:00:00+00:00,18,10,15,13
2026-02-07 00:00:00+00:00,10,6,5,4
2026-02-08 00:00:00+00:00,10,6,28,11
2026-02-09 00:00:00+00:00,20,12,31,5
2026-02-10 00:00:00+00:00,22,14,34,7
2026-02-11 00:00:00+00:00,15,7,13,6
2026-02-12 00:00:00+00:00,21,11,11,8
2026-02-13 00:00:00+00:00,23,11,7,6
