referrer,views_total,views_unique
jpn.nec.com,47,4
Google,21,9
aws.amazon.com,21,2
github.com,7,5
stratus-red-team.cloud,3,2
awsstash.com,2,2
maturitymodel.security.aws.dev,1,1
cloudseclist.com,1,1
ec2spotworkshops.com,1,1
