time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-24 00:00:00+00:00,7,7,13,5
2026-07-25 00:00:00+00:00,14,7,10,3
2026-07-26 00:00:00+00:00,25,20,24,6
2026-07-27 00:00:00+00:00,42,19,11,6
2026-07-28 00:00:00+00:00,41,16,11,7
2026-07-29 00:00:00+00:00,8,8,15,5
2026-07-30 00:00:00+00:00,17,12,14,7
2026-07-31 00:00:00+00:00,18,10,18,5
2026-08-01 00:00:00+00:00,19,9,9,5
2026-08-02 00:00:00+00:00,15,10,16,5
2026-08-03 00:00:00+00:00,27,15,14,8
2026-08-04 00:00:00+00:00,30,13,13,4
2026-08-05 00:00:00+00:00,22,11,17,7
2026-08-06 00:00:00+00:00,7,7,13,6
