url_path,views_total,views_unique
/awslabs/aws-cloudsaga,394,302
/awslabs/aws-cloudsaga/tree/main/cloudsaga,29,18
/awslabs/aws-cloudsaga/tree/main/cloudsaga/scenarios,22,14
/awslabs/aws-cloudsaga/blob/main/screenshots/imds-reveal-example.png,9,9
/awslabs/aws-cloudsaga/tree/main/screenshots,9,9
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/iam_credentials.py,8,7
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/mining_bitcoin.py,7,6
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/imds_reveal.py,7,5
/awslabs/aws-cloudsaga/blob/main/cloudsaga/cloudsaga.py,4,4
/awslabs/aws-cloudsaga/issues,4,3
