time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-10-05 00:00:00+00:00,5,5,50,18
2022-10-06 00:00:00+00:00,4,4,14,12
2022-10-07 00:00:00+00:00,5,5,22,12
2022-10-08 00:00:00+00:00,5,5,16,7
2022-10-09 00:00:00+00:00,5,5,2,2
2022-10-10 00:00:00+00:00,4,4,27,12
2022-10-11 00:00:00+00:00,4,4,26,12
2022-10-12 00:00:00+00:00,4,4,29,11
2022-10-13 00:00:00+00:00,3,3,18,18
2022-10-14 00:00:00+00:00,7,7,28,16
2022-10-15 00:00:00+00:00,3,3,2,2
2022-10-16 00:00:00+00:00,6,5,3,2
2022-10-17 00:00:00+00:00,4,4,14,14
2022-10-18 00:00:00+00:00,6,6,19,11
