url_path,views_total,views_unique
/awslabs/aws-cloudsaga,85,59
/awslabs/aws-cloudsaga/tree/main/cloudsaga,33,7
/awslabs/aws-cloudsaga/tree/main/cloudsaga/scenarios,31,7
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/network_changes.py,24,5
/awslabs/aws-cloudsaga/blob/main/README.md,10,3
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/iam_credentials.py,10,2
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/mining_bitcoin.py,10,2
/awslabs/aws-cloudsaga/tree/main,8,3
/awslabs/aws-cloudsaga/blob/main/cloudsaga/cloudsaga.py,6,2
/awslabs/aws-cloudsaga/blob/main/cloudsaga/scenarios/imds_reveal.py,6,2
