time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-18 00:00:00+00:00,7,6,,
2023-11-19 00:00:00+00:00,6,6,3.0,3.0
2023-11-20 00:00:00+00:00,6,6,10.0,9.0
2023-11-21 00:00:00+00:00,6,6,96.0,10.0
2023-11-22 00:00:00+00:00,6,6,50.0,13.0
2023-11-23 00:00:00+00:00,5,5,4.0,3.0
2023-11-24 00:00:00+00:00,4,4,6.0,4.0
2023-11-25 00:00:00+00:00,4,4,2.0,1.0
2023-11-26 00:00:00+00:00,5,5,3.0,3.0
2023-11-27 00:00:00+00:00,5,5,5.0,5.0
2023-11-28 00:00:00+00:00,4,4,10.0,9.0
2023-11-29 00:00:00+00:00,5,5,16.0,12.0
2023-11-30 00:00:00+00:00,4,4,3.0,3.0
2023-12-01 00:00:00+00:00,2,2,6.0,6.0
