time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-01-03 00:00:00+00:00,5,4,42,22
2023-01-04 00:00:00+00:00,5,5,43,23
2023-01-05 00:00:00+00:00,8,7,43,13
2023-01-06 00:00:00+00:00,5,5,11,8
2023-01-07 00:00:00+00:00,6,6,19,13
2023-01-08 00:00:00+00:00,3,3,8,4
2023-01-09 00:00:00+00:00,5,5,26,12
2023-01-10 00:00:00+00:00,3,3,22,19
2023-01-11 00:00:00+00:00,5,5,68,31
2023-01-12 00:00:00+00:00,4,4,23,7
2023-01-13 00:00:00+00:00,5,5,39,17
2023-01-14 00:00:00+00:00,6,6,2,2
2023-01-15 00:00:00+00:00,4,4,4,4
2023-01-16 00:00:00+00:00,4,4,13,11
