time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-01-27 00:00:00+00:00,4,4,4,3
2024-01-28 00:00:00+00:00,5,5,4,4
2024-01-29 00:00:00+00:00,5,5,39,17
2024-01-30 00:00:00+00:00,11,10,89,8
2024-01-31 00:00:00+00:00,7,6,31,14
2024-02-01 00:00:00+00:00,8,8,63,8
2024-02-02 00:00:00+00:00,5,5,28,8
2024-02-03 00:00:00+00:00,4,4,8,4
2024-02-04 00:00:00+00:00,5,5,2,2
2024-02-05 00:00:00+00:00,7,7,23,10
2024-02-06 00:00:00+00:00,6,6,8,8
2024-02-07 00:00:00+00:00,5,5,36,15
2024-02-08 00:00:00+00:00,6,6,31,8
2024-02-09 00:00:00+00:00,4,4,95,12
