referrer,views_total,views_unique
Google,47,25
github.com,12,11
maturitymodel.security.aws.dev,7,7
statics.teams.cdn.office.net,4,1
DuckDuckGo,3,3
t.co,1,1
wiki.cornerstoneondemand.com,1,1
